day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss,rolling_slope_strict_100,window_return_strict_100,slope_tstat_strict_100,strict_uptrend_signal
-2,2400,ASH_COATED_OSMIUM,9992.0,30.0,,,,,10011.0,13.0,10013.0,30.0,,,10001.5,0.0,,,,False
-2,2500,ASH_COATED_OSMIUM,9992.0,21.0,,,,,10011.0,14.0,,,,,10001.5,0.0,,,,False
-2,2600,ASH_COATED_OSMIUM,9995.0,15.0,9992.0,21.0,,,10011.0,15.0,,,,,10003.0,0.0,,,,False
-2,2700,ASH_COATED_OSMIUM,9995.0,15.0,9992.0,26.0,,,10013.0,26.0,,,,,10004.0,0.0,,,,False
-2,2800,ASH_COATED_OSMIUM,9995.0,13.0,,,,,10011.0,13.0,10013.0,28.0,,,10003.0,0.0,,,,False
-2,2900,ASH_COATED_OSMIUM,9995.0,15.0,9993.0,30.0,,,10011.0,15.0,10014.0,30.0,,,10003.0,0.0,,,,False
-2,3000,ASH_COATED_OSMIUM,9993.0,26.0,,,,,10011.0,12.0,10014.0,26.0,,,10002.0,0.0,,,,False
-2,3100,ASH_COATED_OSMIUM,9996.0,12.0,,,,,10012.0,12.0,10014.0,23.0,,,10004.0,0.0,,,,False
-2,3200,ASH_COATED_OSMIUM,9996.0,11.0,9993.0,26.0,,,10014.0,26.0,,,,,10005.0,0.0,,,,False
-2,3300,ASH_COATED_OSMIUM,9996.0,15.0,9993.0,20.0,,,10012.0,15.0,10014.0,20.0,,,10004.0,0.0,,,,False
-2,3400,ASH_COATED_OSMIUM,9996.0,10.0,9993.0,22.0,,,10012.0,10.0,,,,,10004.0,0.0,,,,False
-2,3500,ASH_COATED_OSMIUM,9993.0,29.0,,,,,10012.0,10.0,10014.0,29.0,,,10002.5,0.0,,,,False
-2,3600,ASH_COATED_OSMIUM,9996.0,10.0,9993.0,26.0,,,10012.0,10.0,,,,,10004.0,0.0,,,,False
-2,3700,ASH_COATED_OSMIUM,9993.0,25.0,,,,,10011.0,11.0,,,,,10002.0,0.0,,,,False
-2,3800,ASH_COATED_OSMIUM,9995.0,11.0,9993.0,27.0,,,10011.0,11.0,10014.0,27.0,,,10003.0,0.0,,,,False
-2,3900,ASH_COATED_OSMIUM,9995.0,14.0,9993.0,25.0,,,10011.0,14.0,10014.0,25.0,,,10003.0,0.0,,,,False
-2,4000,ASH_COATED_OSMIUM,9996.0,10.0,9994.0,27.0,,,10012.0,10.0,10015.0,27.0,,,10004.0,0.0,,,,False
-2,4100,ASH_COATED_OSMIUM,9994.0,28.0,,,,,10013.0,12.0,,,,,10003.5,0.0,,,,False
-2,4200,ASH_COATED_OSMIUM,9994.0,23.0,,,,,10015.0,23.0,,,,,10004.5,0.0,,,,False
-2,4300,ASH_COATED_OSMIUM,9997.0,13.0,9994.0,26.0,,,10015.0,26.0,,,,,10006.0,0.0,,,,False
-2,4400,ASH_COATED_OSMIUM,9997.0,11.0,9994.0,28.0,,,10015.0,28.0,,,,,10006.0,0.0,,,,False
-2,4500,ASH_COATED_OSMIUM,9997.0,12.0,9994.0,29.0,,,10013.0,12.0,10015.0,29.0,,,10005.0,0.0,,,,False
-2,4600,ASH_COATED_OSMIUM,9997.0,11.0,9995.0,29.0,,,10016.0,29.0,,,,,10006.5,0.0,,,,False
-2,4800,ASH_COATED_OSMIUM,9995.0,24.0,,,,,10007.0,3.0,10013.0,14.0,10016.0,24.0,10001.0,0.0,,,,False
-2,4900,ASH_COATED_OSMIUM,9997.0,15.0,9995.0,22.0,,,10013.0,15.0,10016.0,22.0,,,10005.0,0.0,,,,False
-2,5000,ASH_COATED_OSMIUM,9997.0,15.0,9994.0,20.0,,,10013.0,15.0,10015.0,20.0,,,10005.0,0.0,,,,False
-2,5100,ASH_COATED_OSMIUM,9997.0,11.0,9994.0,29.0,,,10013.0,11.0,10015.0,29.0,,,10005.0,0.0,,,,False
-2,5200,ASH_COATED_OSMIUM,9994.0,25.0,,,,,10013.0,12.0,10015.0,25.0,,,10003.5,0.0,,,,False
-2,5300,ASH_COATED_OSMIUM,10002.0,4.0,9994.0,22.0,,,10012.0,15.0,10015.0,22.0,,,10007.0,0.0,,,,False
-2,5400,ASH_COATED_OSMIUM,9994.0,29.0,,,,,10013.0,15.0,,,,,10003.5,0.0,,,,False
-2,5500,ASH_COATED_OSMIUM,9996.0,13.0,9994.0,28.0,,,10012.0,13.0,10015.0,28.0,,,10004.0,0.0,,,,False
-2,5700,ASH_COATED_OSMIUM,9996.0,12.0,9993.0,29.0,,,10012.0,12.0,,,,,10004.0,0.0,,,,False
-2,5800,ASH_COATED_OSMIUM,10001.0,5.0,9996.0,15.0,9993.0,26.0,10012.0,15.0,10014.0,26.0,,,10006.5,0.0,,,,False
-2,5900,ASH_COATED_OSMIUM,9996.0,13.0,9994.0,28.0,,,10015.0,28.0,,,,,10005.5,0.0,,,,False
-2,6000,ASH_COATED_OSMIUM,9996.0,10.0,9994.0,21.0,,,10006.0,2.0,10012.0,10.0,10015.0,21.0,10001.0,0.0,,,,False
-2,6100,ASH_COATED_OSMIUM,9997.0,11.0,9994.0,26.0,,,10013.0,11.0,10015.0,26.0,,,10005.0,0.0,,,,False
-2,6200,ASH_COATED_OSMIUM,9997.0,12.0,9994.0,23.0,,,10013.0,12.0,10015.0,23.0,,,10005.0,0.0,,,,False
-2,6300,ASH_COATED_OSMIUM,9996.0,13.0,9993.0,26.0,,,10012.0,13.0,10014.0,26.0,,,10004.0,0.0,,,,False
-2,6400,ASH_COATED_OSMIUM,9996.0,13.0,9993.0,26.0,,,10012.0,13.0,10014.0,26.0,,,10004.0,0.0,,,,False
-2,6600,ASH_COATED_OSMIUM,9996.0,13.0,9993.0,23.0,,,10012.0,13.0,10014.0,23.0,,,10004.0,0.0,,,,False
-2,6700,ASH_COATED_OSMIUM,9996.0,14.0,9993.0,27.0,,,10012.0,14.0,10014.0,27.0,,,10004.0,0.0,,,,False
-2,6800,ASH_COATED_OSMIUM,9996.0,14.0,9993.0,23.0,,,10012.0,14.0,10014.0,23.0,,,10004.0,0.0,,,,False
-2,6900,ASH_COATED_OSMIUM,9995.0,13.0,9993.0,28.0,,,10014.0,28.0,,,,,10004.5,0.0,,,,False
-2,7000,ASH_COATED_OSMIUM,9995.0,14.0,9993.0,24.0,,,10011.0,14.0,,,,,10003.0,0.0,,,,False
-2,7100,ASH_COATED_OSMIUM,9995.0,11.0,9993.0,26.0,,,10011.0,11.0,,,,,10003.0,0.0,,,,False
-2,7200,ASH_COATED_OSMIUM,9993.0,26.0,,,,,10012.0,14.0,10014.0,26.0,,,10002.5,0.0,,,,False
-2,7300,ASH_COATED_OSMIUM,9996.0,11.0,9993.0,27.0,,,10012.0,11.0,10014.0,27.0,,,10004.0,0.0,,,,False
-2,7400,ASH_COATED_OSMIUM,9996.0,11.0,9994.0,28.0,,,10012.0,11.0,10015.0,28.0,,,10004.0,0.0,,,,False
-2,7500,ASH_COATED_OSMIUM,9997.0,10.0,,,,,10013.0,10.0,,,,,10005.0,0.0,,,,False
-2,7600,ASH_COATED_OSMIUM,9997.0,13.0,9994.0,28.0,,,10015.0,28.0,,,,,10006.0,0.0,,,,False
-2,7700,ASH_COATED_OSMIUM,9994.0,25.0,,,,,10013.0,13.0,10015.0,25.0,,,10003.5,0.0,,,,False
-2,7800,ASH_COATED_OSMIUM,10002.0,4.0,9996.0,14.0,9994.0,21.0,10015.0,21.0,,,,,10008.5,0.0,,,,False
-2,7900,ASH_COATED_OSMIUM,9996.0,13.0,,,,,10012.0,13.0,,,,,10004.0,0.0,,,,False
-2,8000,ASH_COATED_OSMIUM,10006.0,6.0,9994.0,23.0,,,10013.0,15.0,10015.0,23.0,,,10009.5,0.0,,,,False
-2,8100,ASH_COATED_OSMIUM,9997.0,15.0,9994.0,20.0,,,10013.0,15.0,,,,,10005.0,0.0,,,,False
-2,8200,ASH_COATED_OSMIUM,9994.0,30.0,,,,,10015.0,30.0,,,,,10004.5,0.0,,,,False
-2,8300,ASH_COATED_OSMIUM,9997.0,14.0,9994.0,27.0,,,10015.0,27.0,,,,,10006.0,0.0,,,,False
-2,8400,ASH_COATED_OSMIUM,9997.0,10.0,9994.0,25.0,,,10013.0,10.0,10015.0,25.0,,,10005.0,0.0,,,,False
-2,8500,ASH_COATED_OSMIUM,9997.0,12.0,9995.0,23.0,,,10013.0,12.0,10016.0,23.0,,,10005.0,0.0,,,,False
-2,8600,ASH_COATED_OSMIUM,9995.0,27.0,,,,,10013.0,13.0,10016.0,27.0,,,10004.0,0.0,,,,False
-2,8700,ASH_COATED_OSMIUM,9997.0,10.0,9995.0,22.0,,,10013.0,10.0,10016.0,22.0,,,10005.0,0.0,,,,False
-2,8800,ASH_COATED_OSMIUM,9997.0,13.0,9995.0,20.0,,,10013.0,13.0,,,,,10005.0,0.0,,,,False
-2,8900,ASH_COATED_OSMIUM,10003.0,2.0,9997.0,12.0,,,10013.0,12.0,10016.0,26.0,,,10008.0,0.0,,,,False
-2,9000,ASH_COATED_OSMIUM,9998.0,10.0,9995.0,29.0,,,10014.0,10.0,10016.0,29.0,,,10006.0,0.0,,,,False
-2,9100,ASH_COATED_OSMIUM,9996.0,24.0,,,,,10017.0,24.0,,,,,10006.5,0.0,,,,False
-2,9200,ASH_COATED_OSMIUM,9998.0,10.0,9996.0,28.0,,,10014.0,10.0,,,,,10006.0,0.0,,,,False
-2,9300,ASH_COATED_OSMIUM,9998.0,11.0,9995.0,26.0,,,10014.0,11.0,10016.0,26.0,,,10006.0,0.0,,,,False
-2,9400,ASH_COATED_OSMIUM,9996.0,25.0,,,,,10015.0,11.0,10017.0,25.0,,,10005.5,0.0,,,,False
-2,9500,ASH_COATED_OSMIUM,9999.0,12.0,9996.0,23.0,,,10015.0,12.0,10017.0,23.0,,,10007.0,0.0,,,,False
-2,9600,ASH_COATED_OSMIUM,9999.0,10.0,9997.0,29.0,,,10015.0,10.0,10018.0,29.0,,,10007.0,0.0,,,,False
-2,9700,ASH_COATED_OSMIUM,10000.0,13.0,9997.0,28.0,,,10016.0,13.0,10018.0,28.0,,,10008.0,0.0,,,,False
-2,9800,ASH_COATED_OSMIUM,10000.0,15.0,9997.0,23.0,,,10016.0,15.0,10018.0,23.0,,,10008.0,0.0,,,,False
-2,9900,ASH_COATED_OSMIUM,10000.0,14.0,9998.0,25.0,,,10016.0,14.0,10019.0,25.0,,,10008.0,0.0,,,,False
-2,10000,ASH_COATED_OSMIUM,9997.0,30.0,,,,,10016.0,11.0,10018.0,30.0,,,10006.5,0.0,,,,False
-2,10100,ASH_COATED_OSMIUM,10000.0,10.0,,,,,10016.0,10.0,10019.0,25.0,,,10008.0,0.0,,,,False
-2,10200,ASH_COATED_OSMIUM,10000.0,13.0,9998.0,29.0,,,10016.0,13.0,10019.0,29.0,,,10008.0,0.0,,,,False
-2,10300,ASH_COATED_OSMIUM,10001.0,13.0,9998.0,23.0,,,10017.0,13.0,10019.0,23.0,,,10009.0,0.0,,,,False
-2,10400,ASH_COATED_OSMIUM,10007.0,5.0,10001.0,10.0,,,10017.0,10.0,10020.0,22.0,,,10012.0,0.0,,,,False
-2,10500,ASH_COATED_OSMIUM,10002.0,10.0,9999.0,20.0,,,10018.0,10.0,10020.0,20.0,,,10010.0,0.0,0.07178817881788178,10.0,12.891317094444636,False
-2,10600,ASH_COATED_OSMIUM,10001.0,13.0,9999.0,29.0,,,10020.0,29.0,,,,,10010.5,0.0,0.07305130513051306,10.5,12.944032703572129,False
-2,10700,ASH_COATED_OSMIUM,9998.0,29.0,,,,,10016.0,14.0,10019.0,29.0,,,10007.0,0.0,0.07210921092109211,7.0,12.767163163450508,False
-2,10800,ASH_COATED_OSMIUM,10000.0,11.0,9998.0,22.0,,,10016.0,11.0,10019.0,22.0,,,10008.0,0.0,0.07167716771677168,8.0,12.704910636648409,False
-2,10900,ASH_COATED_OSMIUM,10001.0,15.0,9998.0,21.0,,,10019.0,21.0,,,,,10010.0,0.0,0.07233723372337234,10.0,12.746624375177959,False
-2,11000,ASH_COATED_OSMIUM,10001.0,13.0,9998.0,27.0,,,10017.0,13.0,10019.0,27.0,,,10009.0,0.0,0.07228322832283228,9.5,12.740965185974735,False
-2,11100,ASH_COATED_OSMIUM,10001.0,11.0,,,,,10017.0,11.0,10019.0,29.0,,,10009.0,0.0,0.07181818181818182,8.5,12.702044633705317,False
-2,11200,ASH_COATED_OSMIUM,10001.0,10.0,9998.0,20.0,,,10017.0,10.0,10019.0,20.0,,,10009.0,0.0,0.07184518451845184,7.0,12.70537847827547,False
-2,11300,ASH_COATED_OSMIUM,10000.0,12.0,9998.0,21.0,,,10016.0,12.0,10019.0,21.0,,,10008.0,0.0,0.07208520852085208,12.5,12.759524601249847,False
-2,11400,ASH_COATED_OSMIUM,10000.0,12.0,9998.0,30.0,,,10016.0,12.0,10019.0,30.0,,,10008.0,0.0,0.06831383138313832,8.5,12.979993429606818,False
-2,11500,ASH_COATED_OSMIUM,10001.0,13.0,9998.0,24.0,,,10019.0,24.0,,,,,10010.0,0.0,0.068004800480048,9.0,12.975811910782186,False
-2,11600,ASH_COATED_OSMIUM,10006.0,5.0,,,,,10017.0,12.0,10019.0,30.0,,,10011.5,0.0,0.06936993699369937,9.0,12.9990625259499,False
-2,11800,ASH_COATED_OSMIUM,10000.0,10.0,9998.0,29.0,,,10016.0,10.0,10019.0,29.0,,,10008.0,0.0,0.06943894389438944,7.0,13.016630379989902,False
-2,11900,ASH_COATED_OSMIUM,10000.0,14.0,9998.0,22.0,,,10016.0,14.0,10019.0,22.0,,,10008.0,0.0,0.06853285328532853,6.0,12.851014517112223,False
-2,12000,ASH_COATED_OSMIUM,9997.0,28.0,,,,,10016.0,13.0,10018.0,28.0,,,10006.5,0.0,0.06725772577257726,2.0,12.48183894132777,False
-2,12100,ASH_COATED_OSMIUM,9998.0,21.0,,,,,10019.0,21.0,,,,,10008.5,0.0,0.06863186318631863,6.5,12.91229981685242,False
-2,12200,ASH_COATED_OSMIUM,10000.0,13.0,,,,,10016.0,13.0,10019.0,23.0,,,10008.0,0.0,0.06814581458145814,6.0,12.802015804600979,False
-2,12300,ASH_COATED_OSMIUM,10000.0,11.0,,,,,10016.0,11.0,,,,,10008.0,0.0,0.06758775877587758,7.5,12.677151722921439,False
-2,12400,ASH_COATED_OSMIUM,10006.0,2.0,10000.0,15.0,9998.0,25.0,10016.0,15.0,10019.0,25.0,,,10011.0,0.0,0.06783078307830782,9.0,12.681544068330671,False
-2,12500,ASH_COATED_OSMIUM,10000.0,13.0,9998.0,28.0,,,10019.0,28.0,,,,,10009.5,0.0,0.06796579657965797,7.5,12.702442716690777,False
-2,12600,ASH_COATED_OSMIUM,10000.0,15.0,,,,,10019.0,26.0,,,,,10009.5,0.0,0.06801080108010801,4.0,12.709424434062973,False
-2,12700,ASH_COATED_OSMIUM,10000.0,13.0,9998.0,22.0,,,10016.0,13.0,10019.0,22.0,,,10008.0,0.0,0.0691959195919592,6.5,13.175788688306739,False
-2,12800,ASH_COATED_OSMIUM,10001.0,14.0,9998.0,20.0,,,10017.0,14.0,10019.0,20.0,,,10009.0,0.0,0.06852085208520851,7.5,13.067306481275999,False
-2,13000,ASH_COATED_OSMIUM,10001.0,15.0,9998.0,30.0,,,10017.0,15.0,10019.0,30.0,,,10009.0,0.0,0.06775577557755776,6.0,12.946649588449986,False
-2,13100,ASH_COATED_OSMIUM,10006.0,2.0,,,,,10017.0,10.0,10019.0,21.0,,,10011.5,0.0,0.0692949294929493,7.5,13.117407925557508,False
-2,13200,ASH_COATED_OSMIUM,10000.0,12.0,9998.0,22.0,,,10016.0,12.0,10019.0,22.0,,,10008.0,0.0,0.06925892589258927,5.0,13.105542293089954,False
-2,13300,ASH_COATED_OSMIUM,10001.0,11.0,9998.0,27.0,,,10017.0,11.0,10019.0,27.0,,,10009.0,0.0,0.06916291629162916,6.0,13.083148235017482,False
-2,13400,ASH_COATED_OSMIUM,10000.0,15.0,9998.0,27.0,,,10016.0,15.0,10019.0,27.0,,,10008.0,0.0,0.0684008400840084,6.0,12.871893973429948,False
-2,13500,ASH_COATED_OSMIUM,10001.0,14.0,9998.0,27.0,,,10017.0,14.0,,,,,10009.0,0.0,0.06756675667566757,5.0,12.722667167890462,False
-2,13600,ASH_COATED_OSMIUM,10001.0,13.0,9999.0,24.0,,,10017.0,13.0,10020.0,24.0,,,10009.0,0.0,0.06786078607860786,4.0,12.802179037313975,False
-2,13700,ASH_COATED_OSMIUM,10001.0,14.0,9998.0,20.0,,,10017.0,14.0,10019.0,20.0,,,10009.0,0.0,0.0687008700870087,5.0,13.073959136294652,False
-2,13800,ASH_COATED_OSMIUM,9998.0,22.0,,,,,10017.0,13.0,10019.0,22.0,,,10007.5,0.0,0.067995799579958,3.5,12.828792916422506,False
-2,13900,ASH_COATED_OSMIUM,10001.0,14.0,9999.0,20.0,,,10017.0,14.0,10020.0,20.0,,,10009.0,0.0,0.06813981398139814,6.5,12.868132010177414,False
-2,14000,ASH_COATED_OSMIUM,10001.0,14.0,9999.0,25.0,,,10017.0,14.0,,,,,10009.0,0.0,0.06731473147314732,5.0,12.701918747548019,False
-2,14100,ASH_COATED_OSMIUM,10002.0,12.0,9999.0,25.0,,,10020.0,25.0,,,,,10011.0,0.0,0.06850885088508851,9.0,12.91554668978626,False
-2,14200,ASH_COATED_OSMIUM,10001.0,10.0,9999.0,23.0,,,10017.0,10.0,,,,,10009.0,0.0,0.06721872187218722,6.0,12.685011753370127,False
-2,14300,ASH_COATED_OSMIUM,10001.0,14.0,9999.0,23.0,,,10017.0,14.0,,,,,10009.0,0.0,0.06645064506450644,6.0,12.516212277649657,False
-2,14400,ASH_COATED_OSMIUM,10001.0,14.0,,,,,10017.0,14.0,,,,,10009.0,0.0,0.0656105610561056,5.0,12.335376846166058,False
-2,14600,ASH_COATED_OSMIUM,10001.0,15.0,9998.0,20.0,,,10019.0,20.0,,,,,10010.0,0.0,0.0658985898589859,6.5,12.396942385198704,False
-2,14800,ASH_COATED_OSMIUM,10000.0,13.0,9997.0,28.0,,,10016.0,13.0,10018.0,28.0,,,10008.0,0.0,0.06462346234623462,3.5,12.045205167268609,False
-2,14900,ASH_COATED_OSMIUM,9997.0,29.0,,,,,10016.0,10.0,,,,,10006.5,0.0,0.063009300930093,0.5,11.460506763079058,False
-2,15000,ASH_COATED_OSMIUM,10000.0,10.0,,,,,10016.0,10.0,10018.0,21.0,,,10008.0,0.0,0.06317131713171317,2.0,11.517150136780973,False
-2,15100,ASH_COATED_OSMIUM,10000.0,15.0,9997.0,29.0,,,10016.0,15.0,10018.0,29.0,,,10008.0,0.0,0.06330933093309331,3.0,11.565746441831623,False
-2,15200,ASH_COATED_OSMIUM,9999.0,11.0,9997.0,28.0,,,10015.0,11.0,10018.0,28.0,,,10007.0,0.0,0.06222322232223222,0.5,11.19167421638224,False
-2,15300,ASH_COATED_OSMIUM,9996.0,26.0,,,,,10015.0,10.0,10017.0,26.0,,,10005.5,0.0,0.06113111311131113,4.5,10.721677197847546,False
-2,15400,ASH_COATED_OSMIUM,9999.0,13.0,9997.0,22.0,,,10015.0,13.0,10018.0,22.0,,,10007.0,0.0,0.05760876087608761,2.0,10.110943973703558,False
-2,15500,ASH_COATED_OSMIUM,9999.0,14.0,9996.0,24.0,,,10015.0,14.0,10017.0,24.0,,,10007.0,0.0,0.05643864386438644,2.0,9.773383519729263,False
-2,15600,ASH_COATED_OSMIUM,9998.0,15.0,9996.0,25.0,,,10014.0,15.0,,,,,10006.0,0.0,0.05465046504650465,1.0,9.236351187337965,False
-2,15700,ASH_COATED_OSMIUM,9998.0,11.0,9996.0,29.0,,,10014.0,11.0,10017.0,29.0,,,10006.0,0.0,0.05285028502850285,2.5,8.733867262289499,False
-2,15800,ASH_COATED_OSMIUM,9998.0,10.0,,,,,10014.0,10.0,10017.0,20.0,,,10006.0,0.0,0.050129012901290126,-1.0,8.122597184970598,False
-2,15900,ASH_COATED_OSMIUM,9995.0,25.0,,,,,10014.0,12.0,10016.0,25.0,,,10004.5,0.0,0.04860786078607861,1.0,7.6477465250632575,False
-2,16000,ASH_COATED_OSMIUM,9999.0,10.0,9996.0,21.0,,,10017.0,21.0,,,,,10008.0,0.0,0.047074707470747074,4.0,7.398390647129735,False
-2,16100,ASH_COATED_OSMIUM,9998.0,14.0,,,,,10014.0,14.0,10017.0,25.0,,,10006.0,0.0,0.0446024602460246,2.0,6.899639393788027,False
-2,16200,ASH_COATED_OSMIUM,9998.0,12.0,,,,,10014.0,12.0,10017.0,29.0,,,10006.0,0.0,0.04210621062106211,-0.5,6.422702768454453,False
-2,16300,ASH_COATED_OSMIUM,9998.0,13.0,9996.0,30.0,,,10014.0,13.0,10017.0,30.0,,,10006.0,0.0,0.0411011101110111,0.5,6.200808588073497,False
-2,16400,ASH_COATED_OSMIUM,9996.0,27.0,,,,,10014.0,12.0,10017.0,27.0,,,10005.0,0.0,0.0389018901890189,4.0,5.738594550126785,False
-2,16500,ASH_COATED_OSMIUM,9998.0,12.0,9996.0,26.0,,,10014.0,12.0,10017.0,26.0,,,10006.0,0.0,0.03457545754575458,1.0,5.166629019627177,False
-2,16600,ASH_COATED_OSMIUM,9996.0,23.0,,,,,10017.0,23.0,,,,,10006.5,0.0,0.03291029102910291,1.5,4.883199209958987,False
-2,16700,ASH_COATED_OSMIUM,9999.0,13.0,9996.0,24.0,,,10015.0,13.0,10017.0,24.0,,,10007.0,0.0,0.03152415241524152,3.0,4.659830451251388,False
-2,16800,ASH_COATED_OSMIUM,9999.0,11.0,,,,,10015.0,11.0,10017.0,21.0,,,10007.0,0.0,0.029507950795079507,3.0,4.3607884819413165,False
-2,16900,ASH_COATED_OSMIUM,9996.0,25.0,,,,,10015.0,12.0,10017.0,25.0,,,10005.5,0.0,0.026564656465646565,1.5,3.892673202389343,False
-2,17000,ASH_COATED_OSMIUM,9996.0,27.0,,,,,10014.0,10.0,10017.0,27.0,,,10005.0,0.0,0.023306330633063307,1.0,3.379368032505325,False
-2,17100,ASH_COATED_OSMIUM,9998.0,14.0,,,,,10014.0,14.0,10017.0,25.0,,,10006.0,0.0,0.02063006300630063,2.0,2.98794036072935,False
-2,17200,ASH_COATED_OSMIUM,9998.0,14.0,9996.0,30.0,,,10017.0,30.0,,,,,10007.5,0.0,0.01882088208820882,3.0,2.7421776182320405,False
-2,17300,ASH_COATED_OSMIUM,9998.0,12.0,9996.0,24.0,,,10017.0,24.0,,,,,10007.5,0.0,0.017272727272727273,4.5,2.526762457968518,False
-2,17400,ASH_COATED_OSMIUM,9998.0,10.0,9995.0,26.0,,,10014.0,10.0,10017.0,26.0,,,10006.0,0.0,0.01388838883888389,3.0,2.0536826436102587,False
-2,17500,ASH_COATED_OSMIUM,9998.0,11.0,,,,,10014.0,11.0,10016.0,21.0,,,10006.0,0.0,0.010468046804680468,3.5,1.5694070555072248,False
-2,17700,ASH_COATED_OSMIUM,9998.0,10.0,9996.0,26.0,,,10017.0,26.0,,,,,10007.5,0.0,0.0075997599759976,3.5,1.1713895968196555,False
-2,17800,ASH_COATED_OSMIUM,9998.0,13.0,9996.0,29.0,,,10014.0,13.0,10017.0,29.0,,,10006.0,0.0,0.00468946894689469,2.0,0.7299827149862251,False
-2,18000,ASH_COATED_OSMIUM,9998.0,12.0,9996.0,29.0,,,10014.0,12.0,10017.0,29.0,,,10006.0,0.0,0.0017551755175517552,1.0,0.276605887216119,False
-2,18200,ASH_COATED_OSMIUM,9999.0,15.0,9996.0,28.0,,,10015.0,15.0,,,,,10007.0,0.0,-3.0003000300030004e-06,1.0,-0.0004769118441349072,False
-2,18300,ASH_COATED_OSMIUM,9999.0,14.0,9997.0,27.0,,,10018.0,27.0,,,,,10008.5,0.0,-0.00028802880288028804,5.0,-0.04586837392833026,False
-2,18400,ASH_COATED_OSMIUM,9999.0,11.0,9997.0,20.0,,,10018.0,20.0,,,,,10008.5,0.0,-0.002118211821182118,0.0,-0.34581403825254897,False
-2,18500,ASH_COATED_OSMIUM,9999.0,15.0,9997.0,26.0,,,10015.0,15.0,10018.0,26.0,,,10007.0,0.0,-0.0018691869186918692,3.0,-0.30542801094320243,False
-2,18600,ASH_COATED_OSMIUM,9999.0,14.0,9997.0,30.0,,,10015.0,14.0,10018.0,30.0,,,10007.0,0.0,-0.004329432943294329,-2.5,-0.7236737561777672,False
