day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
3;400;PICNIC_BASKET2;30067;18;30066;18;;;30073;36;;;;;30070.0;0.0
3;400;VOLCANIC_ROCK_VOUCHER_9750;423;18;;;;;424;18;;;;;423.5;0.0
3;400;PICNIC_BASKET1;58416;18;58415;18;;;58427;18;58428;18;;;58421.5;0.0
3;400;CROISSANTS;4241;129;;;;;4242;129;;;;;4241.5;0.0
3;400;VOLCANIC_ROCK_VOUCHER_9500;671;18;;;;;673;18;;;;;672.0;0.0
3;400;SQUID_INK;1814;1;1812;28;;;1816;28;;;;;1815.0;0.0
3;400;VOLCANIC_ROCK_VOUCHER_10000;188;18;;;;;189;18;;;;;188.5;0.0
3;400;KELP;2042;1;2040;28;;;2043;28;;;;;2042.5;0.0
3;400;VOLCANIC_ROCK;10171;129;10170;71;;;10173;200;;;;;10172.0;0.0
3;400;RAINFOREST_RESIN;9992;25;;;;;10008;25;;;;;10000.0;0.0
3;400;VOLCANIC_ROCK_VOUCHER_10250;38;18;;;;;39;18;;;;;38.5;0.0
3;400;JAMS;6521;207;;;;;6523;207;;;;;6522.0;0.0
3;500;VOLCANIC_ROCK_VOUCHER_10250;;;;;;;38;19;;;;;38.0;0.0
3;500;CROISSANTS;4241;106;;;;;4242;116;;;;;4241.5;0.0
3;500;JAMS;6522;75;6521;164;;;6523;75;6524;164;;;6522.5;0.0
3;500;SQUID_INK;1812;25;;;;;1816;25;;;;;1814.0;0.0
3;500;VOLCANIC_ROCK;10169;155;;;;;10171;107;10172;48;;;10170.0;0.0
3;500;VOLCANIC_ROCK_VOUCHER_10500;;;;;;;4;19;;;;;4.0;0.0
3;500;RAINFOREST_RESIN;10003;6;9992;34;;;10008;34;;;;;10005.5;0.0
3;500;VOLCANIC_ROCK_VOUCHER_10000;;;;;;;186;19;;;;;186.0;0.0
3;500;DJEMBES;13298;70;;;;;13299;24;13300;46;;;13298.5;0.0
3;500;KELP;2040;25;;;;;2043;25;;;;;2041.5;0.0
3;500;PICNIC_BASKET2;30065;19;30064;24;;;30071;43;;;;;30068.0;0.0
3;500;VOLCANIC_ROCK_VOUCHER_9750;;;;;;;422;19;;;;;422.0;0.0
3;500;PICNIC_BASKET1;58418;19;58417;24;;;58429;19;58430;24;;;58423.5;0.0
3;500;VOLCANIC_ROCK_VOUCHER_9500;;;;;;;671;19;;;;;671.0;0.0
3;500;MAGNIFICENT_MACARONS;665;10;662;19;656;25;674;5;683;25;689;19;669.5;0.0
3;600;PICNIC_BASKET2;30070;8;30068;1;30067;47;30073;20;30074;28;;;30071.5;0.0
3;600;VOLCANIC_ROCK_VOUCHER_9750;421;20;;;;;422;20;;;;;421.5;0.0
3;600;PICNIC_BASKET1;58419;8;58415;1;58414;19;58424;1;58425;19;58426;28;58421.5;0.0
3;600;RAINFOREST_RESIN;9992;34;;;;;10008;34;;;;;10000.0;0.0
3;600;VOLCANIC_ROCK_VOUCHER_9500;670;20;;;;;671;20;;;;;670.5;0.0
3;600;MAGNIFICENT_MACARONS;665;20;662;19;656;29;674;10;683;29;689;19;669.5;0.0
3;600;SQUID_INK;1813;30;;;;;1816;30;;;;;1814.5;0.0
3;600;VOLCANIC_ROCK_VOUCHER_10000;187;20;;;;;188;20;;;;;187.5;0.0
3;600;KELP;2040;30;;;;;2043;1;2044;29;;;2041.5;0.0
3;600;VOLCANIC_ROCK;10170;140;10169;72;;;10171;140;10172;72;;;10170.5;0.0
3;600;VOLCANIC_ROCK_VOUCHER_10250;37;20;;;;;38;20;;;;;37.5;0.0
3;600;CROISSANTS;4241;54;4240;59;;;4242;113;;;;;4241.5;0.0
3;600;JAMS;6522;59;6521;169;;;6523;228;;;;;6522.5;0.0
3;600;DJEMBES;13298;77;;;;;13299;28;13300;49;;;13298.5;0.0
3;600;VOLCANIC_ROCK_VOUCHER_10500;3;20;;;;;4;20;;;;;3.5;0.0
3;700;VOLCANIC_ROCK_VOUCHER_10500;3;12;;;;;4;12;;;;;3.5;0.0
3;700;MAGNIFICENT_MACARONS;667;9;663;12;660;11;672;6;681;20;687;11;669.5;0.0
3;700;VOLCANIC_ROCK_VOUCHER_10000;185;12;;;;;186;12;;;;;185.5;0.0
3;700;DJEMBES;13297;75;;;;;13298;29;13299;46;;;13297.5;0.0
3;700;KELP;2040;21;;;;;2043;21;;;;;2041.5;0.0
3;700;CROISSANTS;4241;34;4240;69;;;4242;108;;;;;4241.5;0.0
3;700;PICNIC_BASKET2;30064;1;30063;40;;;30069;1;30070;40;;;30066.5;0.0
3;700;VOLCANIC_ROCK_VOUCHER_9750;421;12;;;;;422;12;;;;;421.5;0.0
3;700;PICNIC_BASKET1;58417;1;58416;11;58415;29;58426;1;58427;11;58428;29;58421.5;0.0
3;700;RAINFOREST_RESIN;9992;27;;;;;10008;27;;;;;10000.0;0.0
3;700;VOLCANIC_ROCK_VOUCHER_9500;670;12;;;;;671;12;;;;;670.5;0.0
3;700;VOLCANIC_ROCK_VOUCHER_10250;37;12;;;;;38;12;;;;;37.5;0.0
3;700;JAMS;6521;207;;;;;6523;207;;;;;6522.0;0.0
3;700;SQUID_INK;1813;21;;;;;1816;21;;;;;1814.5;0.0
3;700;VOLCANIC_ROCK;10170;9;10169;154;;;10171;109;10172;45;;;10170.5;0.0
3;800;SQUID_INK;1813;22;;;;;1816;22;;;;;1814.5;0.0
3;800;VOLCANIC_ROCK_VOUCHER_10000;188;16;;;;;189;16;;;;;188.5;0.0
3;800;VOLCANIC_ROCK;10170;116;10169;58;;;10171;115;10172;58;;;10170.5;0.0
3;800;KELP;2040;22;;;;;2043;22;;;;;2041.5;0.0
3;800;RAINFOREST_RESIN;9992;27;;;;;10008;27;;;;;10000.0;0.0
3;800;VOLCANIC_ROCK_VOUCHER_10250;37;16;;;;;38;16;;;;;37.5;0.0
3;800;JAMS;6521;240;;;;;6523;240;;;;;6522.0;0.0
3;800;MAGNIFICENT_MACARONS;662;16;659;16;653;22;671;8;680;22;686;16;666.5;0.0
3;800;DJEMBES;13297;69;;;;;13298;69;;;;;13297.5;0.0
3;800;VOLCANIC_ROCK_VOUCHER_10500;3;16;;;;;4;16;;;;;3.5;0.0
3;800;PICNIC_BASKET2;30063;45;;;;;30070;45;;;;;30066.5;0.0
3;800;VOLCANIC_ROCK_VOUCHER_9750;422;16;;;;;423;16;;;;;422.5;0.0
3;800;PICNIC_BASKET1;58416;16;58415;29;;;58427;16;58428;29;;;58421.5;0.0
3;800;CROISSANTS;4241;45;4240;89;;;4242;134;;;;;4241.5;0.0
3;800;VOLCANIC_ROCK_VOUCHER_9500;670;16;;;;;671;16;;;;;670.5;0.0
3;900;PICNIC_BASKET2;30062;1;30061;30;;;30067;12;30068;19;;;30064.5;0.0
3;900;VOLCANIC_ROCK_VOUCHER_9750;426;12;;;;;427;12;;;;;426.5;0.0
3;900;PICNIC_BASKET1;58413;1;58412;11;58411;19;58422;1;58423;11;58424;19;58417.5;0.0
3;900;VOLCANIC_ROCK_VOUCHER_9500;675;12;;;;;676;12;;;;;675.5;0.0
3;900;MAGNIFICENT_MACARONS;663;14;661;11;654;29;672;7;681;29;688;11;667.5;0.0
3;900;VOLCANIC_ROCK_VOUCHER_10250;39;12;;;;;40;12;;;;;39.5;0.0
3;900;CROISSANTS;4240;103;;;;;4241;40;4242;63;;;4240.5;0.0
3;900;JAMS;6521;182;;;;;6523;182;;;;;6522.0;0.0
3;900;SQUID_INK;1818;1;1817;29;;;1821;30;;;;;1819.5;0.0
3;900;VOLCANIC_ROCK;10174;128;10173;59;;;10176;187;;;;;10175.0;0.0
3;900;VOLCANIC_ROCK_VOUCHER_10500;3;12;;;;;4;12;;;;;3.5;0.0
3;900;RAINFOREST_RESIN;9992;35;;;;;10008;35;;;;;10000.0;0.0
3;900;VOLCANIC_ROCK_VOUCHER_10000;188;12;;;;;189;12;;;;;188.5;0.0
3;900;DJEMBES;13297;45;;;;;13298;56;;;;;13297.5;0.0
3;900;KELP;2039;30;;;;;2043;30;;;;;2041.0;0.0
3;1000;VOLCANIC_ROCK_VOUCHER_10000;189;12;;;;;190;12;;;;;189.5;0.0
3;1000;VOLCANIC_ROCK;10174;119;10173;46;;;10176;165;;;;;10175.0;0.0
3;1000;KELP;2040;2;2039;20;;;2043;22;;;;;2041.5;0.0
3;1000;VOLCANIC_ROCK_VOUCHER_10250;39;12;;;;;40;12;;;;;39.5;0.0
3;1000;CROISSANTS;4240;153;;;;;4241;57;4242;96;;;4240.5;0.0
3;1000;JAMS;6521;290;;;;;6523;290;;;;;6522.0;0.0
3;1000;DJEMBES;13297;52;;;;;13299;52;;;;;13298.0;0.0
3;1000;VOLCANIC_ROCK_VOUCHER_10500;3;12;;;;;4;12;;;;;3.5;0.0
3;1000;PICNIC_BASKET2;30064;12;30063;16;;;30069;2;30070;26;;;30066.5;0.0
3;1000;VOLCANIC_ROCK_VOUCHER_9750;426;12;;;;;427;12;;;;;426.5;0.0
3;1000;PICNIC_BASKET1;58416;2;58415;10;58414;16;58425;2;58426;10;58427;16;58420.5;0.0
3;1000;RAINFOREST_RESIN;9992;25;;;;;10008;25;;;;;10000.0;0.0
3;1000;VOLCANIC_ROCK_VOUCHER_9500;675;12;;;;;676;12;;;;;675.5;0.0
3;1000;MAGNIFICENT_MACARONS;660;18;657;10;651;20;669;9;678;20;684;10;664.5;0.0
3;1000;SQUID_INK;1820;22;;;;;1823;2;1824;20;;;1821.5;0.0
3;1100;RAINFOREST_RESIN;9992;31;;;;;10008;31;;;;;10000.0;0.0
3;1100;VOLCANIC_ROCK_VOUCHER_9500;672;19;;;;;673;19;;;;;672.5;0.0
3;1100;VOLCANIC_ROCK_VOUCHER_10250;38;19;;;;;39;19;;;;;38.5;0.0
3;1100;JAMS;6521;191;;;;;6523;191;;;;;6522.0;0.0
3;1100;SQUID_INK;1821;26;;;;;1822;3;1824;27;;;1821.5;0.0
3;1100;VOLCANIC_ROCK;10172;154;10171;56;;;10173;149;10174;56;;;10172.5;0.0
3;1100;VOLCANIC_ROCK_VOUCHER_10500;3;19;;;;;4;19;;;;;3.5;0.0
3;1100;MAGNIFICENT_MACARONS;663;5;659;14;656;17;668;7;677;25;683;17;665.5;0.0
3;1100;VOLCANIC_ROCK_VOUCHER_10000;188;19;;;;;189;19;;;;;188.5;0.0
3;1100;DJEMBES;13297;74;;;;;13298;74;;;;;13297.5;0.0
3;1100;KELP;2039;27;;;;;2040;1;2041;3;2043;27;2039.5;0.0
3;1100;CROISSANTS;4240;119;;;;;4242;119;;;;;4241.0;0.0
3;1100;PICNIC_BASKET2;30064;19;30063;29;;;30069;2;30070;46;;;30066.5;0.0
3;1100;VOLCANIC_ROCK_VOUCHER_9750;423;19;;;;;424;19;;;;;423.5;0.0
3;1100;PICNIC_BASKET1;58419;2;58418;17;58417;29;58428;2;58429;17;58430;29;58423.5;0.0
3;1200;MAGNIFICENT_MACARONS;656;16;654;11;647;27;665;8;674;27;681;11;660.5;0.0
3;1200;DJEMBES;13297;65;;;;;13298;65;;;;;13297.5;0.0
3;1200;VOLCANIC_ROCK_VOUCHER_10500;3;13;;;;;4;13;;;;;3.5;0.0
3;1200;PICNIC_BASKET2;30059;13;30058;22;;;30064;2;30065;33;;;30061.5;0.0
3;1200;VOLCANIC_ROCK_VOUCHER_9500;669;13;;;;;670;13;;;;;669.5;0.0
3;1200;PICNIC_BASKET1;58412;2;58411;11;58410;22;58421;2;58422;11;58423;22;58416.5;0.0
3;1200;CROISSANTS;4240;116;;;;;4242;116;;;;;4241.0;0.0
3;1200;VOLCANIC_ROCK_VOUCHER_9750;420;13;;;;;421;13;;;;;420.5;0.0
3;1200;SQUID_INK;1819;29;;;;;1820;1;1822;2;1823;27;1819.5;0.0
3;1200;VOLCANIC_ROCK_VOUCHER_10000;182;13;;;;;183;13;;;;;182.5;0.0
3;1200;VOLCANIC_ROCK;10168;117;10167;47;;;10170;164;;;;;10169.0;0.0
3;1200;KELP;2039;29;;;;;2040;1;2043;29;;;2039.5;0.0
3;1200;RAINFOREST_RESIN;9992;25;;;;;10003;6;10008;25;;;9997.5;0.0
3;1200;VOLCANIC_ROCK_VOUCHER_10250;37;13;;;;;38;13;;;;;37.5;0.0
3;1200;JAMS;6521;256;;;;;6523;256;;;;;6522.0;0.0
3;1300;JAMS;6520;197;;;;;6521;12;6522;197;;;6520.5;0.0
3;1300;CROISSANTS;4240;130;;;;;4241;42;4242;88;;;4240.5;0.0
3;1300;SQUID_INK;1819;29;;;;;1821;1;1822;29;;;1820.0;0.0
3;1300;VOLCANIC_ROCK_VOUCHER_10250;;;;;;;37;12;38;16;;;37.0;0.0
3;1300;VOLCANIC_ROCK;10170;136;10169;79;;;10171;130;10172;79;;;10170.5;0.0
3;1300;VOLCANIC_ROCK_VOUCHER_10500;;;;;;;3;12;4;16;;;3.0;0.0
3;1300;RAINFOREST_RESIN;9992;34;;;;;9999;1;10008;34;;;9995.5;0.0
3;1300;VOLCANIC_ROCK_VOUCHER_10000;;;;;;;187;12;188;16;;;187.0;0.0
3;1300;DJEMBES;13296;56;;;;;13297;15;13298;41;;;13296.5;0.0
3;1300;KELP;2040;2;2039;27;;;2041;1;2043;29;;;2040.5;0.0
3;1300;VOLCANIC_ROCK_VOUCHER_9750;;;;;;;422;12;423;16;;;422.0;0.0
3;1300;PICNIC_BASKET1;58409;2;58408;14;58407;15;58418;2;58419;29;;;58413.5;0.0
3;1300;PICNIC_BASKET2;30057;31;;;;;30063;16;30064;15;;;30060.0;0.0
3;1300;MAGNIFICENT_MACARONS;660;6;656;16;654;14;665;8;674;27;681;14;662.5;0.0
3;1300;VOLCANIC_ROCK_VOUCHER_9500;;;;;;;670;12;671;16;;;670.0;0.0
3;1400;VOLCANIC_ROCK_VOUCHER_9500;670;16;;;;;671;16;;;;;670.5;0.0
3;1400;PICNIC_BASKET1;58408;2;58407;14;58406;29;58417;2;58418;14;58419;29;58412.5;0.0
3;1400;PICNIC_BASKET2;30059;2;30058;43;;;30064;2;30065;43;;;30061.5;0.0
3;1400;VOLCANIC_ROCK_VOUCHER_9750;421;16;;;;;422;16;;;;;421.5;0.0
3;1400;RAINFOREST_RESIN;9992;29;;;;;10003;5;10008;29;;;9997.5;0.0
3;1400;MAGNIFICENT_MACARONS;654;20;652;14;645;22;663;10;672;22;679;14;658.5;0.0
3;1400;SQUID_INK;1820;24;;;;;1822;6;1823;24;;;1821.0;0.0
3;1400;VOLCANIC_ROCK;10170;118;10169;72;;;10171;118;10172;72;;;10170.5;0.0
3;1400;VOLCANIC_ROCK_VOUCHER_10000;187;16;;;;;188;2;189;14;;;187.5;0.0
3;1400;KELP;2040;2;2039;22;;;2041;6;2043;24;;;2040.5;0.0
3;1400;CROISSANTS;4240;128;;;;;4242;128;;;;;4241.0;0.0
3;1400;JAMS;6520;240;;;;;6522;240;;;;;6521.0;0.0
3;1400;VOLCANIC_ROCK_VOUCHER_10250;37;16;;;;;38;16;;;;;37.5;0.0
3;1400;DJEMBES;13296;61;;;;;13297;61;;;;;13296.5;0.0
3;1400;VOLCANIC_ROCK_VOUCHER_10500;3;16;;;;;4;16;;;;;3.5;0.0
3;1500;VOLCANIC_ROCK_VOUCHER_10500;3;20;;;;;4;20;;;;;3.5;0.0
3;1500;MAGNIFICENT_MACARONS;652;18;650;20;643;24;661;9;670;24;677;20;656.5;0.0
3;1500;VOLCANIC_ROCK_VOUCHER_10000;189;20;;;;;190;20;;;;;189.5;0.0
3;1500;DJEMBES;13296;61;;;;;13298;61;;;;;13297.0;0.0
3;1500;KELP;2040;24;;;;;2042;5;2043;24;;;2041.0;0.0
3;1500;CROISSANTS;4240;118;;;;;4242;118;;;;;4241.0;0.0
3;1500;VOLCANIC_ROCK_VOUCHER_9750;425;20;;;;;426;20;;;;;425.5;0.0
3;1500;PICNIC_BASKET1;58404;20;58403;18;;;58415;20;58416;18;;;58409.5;0.0
3;1500;PICNIC_BASKET2;30059;38;;;;;30065;20;30066;18;;;30062.0;0.0
3;1500;RAINFOREST_RESIN;9992;26;;;;;9998;4;10008;26;;;9995.0;0.0
3;1500;VOLCANIC_ROCK_VOUCHER_9500;673;20;;;;;675;20;;;;;674.0;0.0
3;1500;JAMS;6520;248;;;;;6522;248;;;;;6521.0;0.0
3;1500;SQUID_INK;1820;24;;;;;1822;5;1823;24;;;1821.0;0.0
3;1500;VOLCANIC_ROCK_VOUCHER_10250;38;20;;;;;39;20;;;;;38.5;0.0
3;1500;VOLCANIC_ROCK;10173;123;10172;75;;;10175;198;;;;;10174.0;0.0
3;1600;SQUID_INK;1820;23;;;;;1823;23;;;;;1821.5;0.0
3;1600;VOLCANIC_ROCK;10172;123;10171;58;;;10173;129;10174;58;;;10172.5;0.0
3;1600;VOLCANIC_ROCK_VOUCHER_10000;189;21;;;;;190;21;;;;;189.5;0.0
3;1600;KELP;2040;23;;;;;2043;23;;;;;2041.5;0.0
3;1600;JAMS;6520;244;;;;;6522;244;;;;;6521.0;0.0
3;1600;RAINFOREST_RESIN;9992;31;;;;;10008;31;;;;;10000.0;0.0
3;1600;VOLCANIC_ROCK_VOUCHER_10250;38;21;;;;;39;21;;;;;38.5;0.0
3;1600;MAGNIFICENT_MACARONS;652;10;649;20;643;22;661;5;670;22;676;20;656.5;0.0
3;1600;DJEMBES;13296;60;;;;;13297;60;;;;;13296.5;0.0
3;1600;VOLCANIC_ROCK_VOUCHER_10500;3;21;;;;;4;21;;;;;3.5;0.0
3;1600;VOLCANIC_ROCK_VOUCHER_9500;672;21;;;;;674;21;;;;;673.0;0.0
3;1600;PICNIC_BASKET1;58404;1;58403;20;58402;27;58413;1;58414;20;58415;27;58408.5;0.0
3;1600;PICNIC_BASKET2;30060;48;;;;;30066;21;30067;27;;;30063.0;0.0
3;1600;CROISSANTS;4240;149;;;;;4242;149;;;;;4241.0;0.0
3;1600;VOLCANIC_ROCK_VOUCHER_9750;424;21;;;;;425;21;;;;;424.5;0.0
3;1700;VOLCANIC_ROCK_VOUCHER_9750;424;16;;;;;425;16;;;;;424.5;0.0
3;1700;PICNIC_BASKET1;58402;16;58401;20;;;58413;16;58414;20;;;58407.5;0.0
3;1700;PICNIC_BASKET2;30061;16;30060;20;;;30067;36;;;;;30064.0;0.0
3;1700;VOLCANIC_ROCK_VOUCHER_9500;672;16;;;;;673;16;;;;;672.5;0.0
3;1700;MAGNIFICENT_MACARONS;654;10;652;16;645;23;663;5;672;23;679;16;658.5;0.0
3;1700;CROISSANTS;4240;142;;;;;4241;59;4242;83;;;4240.5;0.0
3;1700;JAMS;6520;83;6519;135;;;6521;83;6522;135;;;6520.5;0.0
3;1700;SQUID_INK;1820;23;;;;;1823;23;;;;;1821.5;0.0
3;1700;VOLCANIC_ROCK_VOUCHER_10250;38;16;;;;;39;16;;;;;38.5;0.0
3;1700;VOLCANIC_ROCK;10172;119;10171;52;;;10173;119;10174;52;;;10172.5;0.0
3;1700;VOLCANIC_ROCK_VOUCHER_10500;3;16;;;;;4;16;;;;;3.5;0.0
3;1700;RAINFOREST_RESIN;9992;34;;;;;9997;6;10008;34;;;9994.5;0.0
3;1700;VOLCANIC_ROCK_VOUCHER_10000;188;16;;;;;189;16;;;;;188.5;0.0
3;1700;DJEMBES;13296;54;;;;;13297;20;13298;34;;;13296.5;0.0
3;1700;KELP;2040;23;;;;;2043;23;;;;;2041.5;0.0
3;1800;VOLCANIC_ROCK;10174;115;10173;72;;;10175;115;10176;72;;;10174.5;0.0
3;1800;VOLCANIC_ROCK_VOUCHER_10000;191;17;;;;;192;17;;;;;191.5;0.0
3;1800;CROISSANTS;4240;116;;;;;4241;63;4242;53;;;4240.5;0.0
3;1800;JAMS;6518;249;;;;;6520;249;;;;;6519.0;0.0
3;1800;VOLCANIC_ROCK_VOUCHER_10250;39;17;;;;;40;17;;;;;39.5;0.0
3;1800;DJEMBES;13297;58;;;;;13298;58;;;;;13297.5;0.0
3;1800;KELP;2039;30;;;;;2043;30;;;;;2041.0;0.0
3;1800;VOLCANIC_ROCK_VOUCHER_10500;3;17;;;;;4;17;;;;;3.5;0.0
3;1800;VOLCANIC_ROCK_VOUCHER_9500;674;17;;;;;676;17;;;;;675.0;0.0
3;1800;PICNIC_BASKET1;58402;1;58401;16;58400;17;58406;6;58411;1;58412;16;58404.0;0.0
3;1800;PICNIC_BASKET2;30055;17;30054;17;;;30057;6;30061;34;;;30056.0;0.0
3;1800;VOLCANIC_ROCK_VOUCHER_9750;426;17;;;;;427;17;;;;;426.5;0.0
3;1800;RAINFOREST_RESIN;9992;31;;;;;10008;31;;;;;10000.0;0.0
3;1800;MAGNIFICENT_MACARONS;653;20;650;16;644;29;658;10;662;10;671;29;655.5;0.0
3;1800;SQUID_INK;1820;30;;;;;1823;1;1824;29;;;1821.5;0.0
3;1900;RAINFOREST_RESIN;9992;35;;;;;10008;35;;;;;10000.0;0.0
3;1900;VOLCANIC_ROCK_VOUCHER_9500;673;15;;;;;674;15;;;;;673.5;0.0
3;1900;JAMS;6518;262;;;;;6520;262;;;;;6519.0;0.0
3;1900;SQUID_INK;1821;4;1820;26;;;1824;26;;;;;1822.5;0.0
3;1900;VOLCANIC_ROCK_VOUCHER_10250;38;15;;;;;39;15;;;;;38.5;0.0
3;1900;VOLCANIC_ROCK;10172;180;;;;;10174;136;10175;44;;;10173.0;0.0
3;1900;VOLCANIC_ROCK_VOUCHER_10500;3;15;;;;;4;15;;;;;3.5;0.0
3;1900;MAGNIFICENT_MACARONS;657;14;655;15;648;26;666;7;675;26;682;15;661.5;0.0
3;1900;VOLCANIC_ROCK_VOUCHER_10000;188;15;;;;;189;15;;;;;188.5;0.0
